resume_id,ATS_score,match_score,final_score
0,0.0,15.434126555919647,0.07717063277959824
1,1.0,67.46946573257446,0.8373473286628723
2,1.0,49.2245614528656,0.746122807264328
3,0.0,12.92365938425064,0.0646182969212532
4,0.0,-1.003602147102356,-0.00501801073551178
5,0.0,-0.2553403377532959,-0.0012767016887664795
6,0.0,-5.0513144582509995,-0.025256572291254997
7,0.0,21.375031769275665,0.10687515884637833
8,0.0,-7.683826237916946,-0.03841913118958473
9,0.0,-0.2553403377532959,-0.0012767016887664795
10,1.0,47.772520780563354,0.7388626039028168
11,0.0,-0.24886485189199448,-0.0012443242594599724
12,1.0,49.2245614528656,0.746122807264328
13,0.0,21.564076840877533,0.10782038420438766
14,0.0,-0.0380001962184906,-0.000190000981092453
15,0.0,15.434126555919647,0.07717063277959824
16,0.0,21.564076840877533,0.10782038420438766
17,0.0,-1.4034397900104523,-0.007017198950052261
18,0.0,-5.0513144582509995,-0.025256572291254997
19,0.0,-1.003602147102356,-0.00501801073551178
20,1.0,67.46946573257446,0.8373473286628723
21,0.0,-5.0513144582509995,-0.025256572291254997
22,0.0,21.375031769275665,0.10687515884637833
23,0.0,-1.4034397900104523,-0.007017198950052261
24,0.0,-0.0380001962184906,-0.000190000981092453
25,0.0,21.564076840877533,0.10782038420438766
26,1.0,67.46946573257446,0.8373473286628723
27,0.0,-1.2145910412073135,-0.006072955206036568
28,0.0,-5.0513144582509995,-0.025256572291254997
29,1.0,49.2245614528656,0.746122807264328
30,0.0,-3.748534247279167,-0.018742671236395836
31,1.0,67.46946573257446,0.8373473286628723
32,0.0,12.92365938425064,0.0646182969212532
33,0.0,-0.0380001962184906,-0.000190000981092453
34,1.0,49.2245614528656,0.746122807264328
35,0.0,-7.180310785770416,-0.03590155392885208
36,0.0,4.248519241809845,0.021242596209049225
37,0.0,-0.0380001962184906,-0.000190000981092453
38,0.0,15.434126555919647,0.07717063277959824
39,0.0,-7.180310785770416,-0.03590155392885208
40,0.0,21.375031769275665,0.10687515884637833
41,0.0,15.434126555919647,0.07717063277959824
42,0.0,15.434126555919647,0.07717063277959824
43,0.0,4.248519241809845,0.021242596209049225
44,0.0,5.527876317501068,0.02763938158750534
45,0.0,-7.683826237916946,-0.03841913118958473
46,0.0,1.7669882625341415,0.008834941312670708
47,1.0,49.2245614528656,0.746122807264328
48,0.0,-1.2145910412073135,-0.006072955206036568
49,0.0,-9.006388485431671,-0.045031942427158356
50,1.0,49.2245614528656,0.746122807264328
51,0.0,-3.748534247279167,-0.018742671236395836
52,0.0,-0.24886485189199448,-0.0012443242594599724
53,0.0,-5.0513144582509995,-0.025256572291254997
54,0.0,-1.003602147102356,-0.00501801073551178
55,0.0,-0.0380001962184906,-0.000190000981092453
